brödraskapet 	 0.9628541469573975 
parlamentet 	 0.9410357475280762 
ledare 	 0.9345273375511169 
oppositionen 	 0.9330409169197083 
rörelsen 	 0.9315028190612793 
valet 	 0.9191089868545532 
regimen 	 0.9186211824417114 
folket 	 0.9099315404891968 
egyptiska 	 0.9034237861633301 
presidentvalet 	 0.9029579162597656 
mursis 	 0.9011824131011963 
organisationen 	 0.8954942226409912 
medlemmar 	 0.8869179487228394 
islamister 	 0.8857606053352356 
rörelse 	 0.8829743266105652 
president 	 0.8824042081832886 
parti 	 0.8820537328720093 
ändå 	 0.8820042610168457 
ställa 	 0.8775378465652466 
tidigare 	 0.8774909973144531 
liberaler 	 0.8763929009437561 
president_muhammad 	 0.8762369155883789 
scaf 	 0.8742811679840088 
förbjuden 	 0.8734148740768433 
makten 	 0.8723537921905518 
egyptens 	 0.8719618320465088 
parlamentsvalet 	 0.8717668056488037 
landets 	 0.8712549209594727 
val 	 0.8711385726928711 
muslimska_brödraskapets 	 0.8701324462890625 
organisation 	 0.8694132566452026 
anklagar 	 0.8688967227935791 
oppositionsrörelse 	 0.8688103556632996 
kvar 	 0.8685203790664673 
revolutionen 	 0.8681232929229736 
alsisi 	 0.8678932785987854 
förbjudna_muslimska 	 0.8661017417907715 
partiet 	 0.8656795620918274 
förbjudet 	 0.8649160861968994 
regeringen 	 0.864626944065094 
företrädare 	 0.8634071350097656 
delta 	 0.8629027009010315 
samtidigt 	 0.862471878528595 
islamistiska 	 0.8612016439437866 
förbjudna 	 0.8606423735618591 
shafiq 	 0.858965277671814 
nya 	 0.8579890727996826 
mubaraks 	 0.8575501441955566 
brödraskapets 	 0.8565996289253235 
kandidater 	 0.8556019067764282 
kräver 	 0.8553636074066162 
kandidat 	 0.8553156852722168 
egyptierna 	 0.8545098900794983 
parlamentsval 	 0.8531101942062378 
vinner 	 0.8529101610183716 
militären 	 0.8527454733848572 
dock 	 0.8520083427429199 
majoritet 	 0.8485288023948669 
egyptier 	 0.8476874232292175 
vinna 	 0.8468155264854431 
oppositionella 	 0.846266508102417 
bäst_organiserade 	 0.8457938432693481 
nuvarande 	 0.8453992605209351 
starkt 	 0.8445225954055786 
islamisterna 	 0.8444583415985107 
demokratin 	 0.8443433046340942 
makt 	 0.8435845971107483 
visa 	 0.8435280323028564 
konstitutionen 	 0.8433384895324707 
armén 	 0.8432450294494629 
första_gången 	 0.8431689143180847 
styre 	 0.8428579568862915 
mursi_störtades 	 0.8426690697669983 
medan 	 0.8421378135681152 
historia 	 0.8416540026664734 
bra 	 0.8415316343307495 
emot 	 0.8413125276565552 
medlemmar_muslimska 	 0.8411116600036621 
krav 	 0.8408403992652893 
rösta 	 0.8406846523284912 
ledaren 	 0.8405910730361938 
oberoende_kandidater 	 0.8403245210647583 
islamistiska_rörelsen 	 0.8401252031326294 
mohammed_mursi 	 0.8400986194610596 
hålla 	 0.8397871255874634 
håller 	 0.8397148847579956 
officiellt 	 0.8393195271492004 
stark 	 0.8382083773612976 
tillhör 	 0.837990939617157 
bort 	 0.8376098275184631 
hela 	 0.8373804092407227 
ledde 	 0.836430013179779 
kontroll 	 0.8364187479019165 
största 	 0.8361952304840088 
ställer 	 0.8361304998397827 
styr 	 0.8360108137130737 
hävdar 	 0.835925817489624 
egyptiska_folket 	 0.8353233337402344 
starka 	 0.8352339267730713 
folkomröstning 	 0.8348128199577332 
